,User,Original Tweet
4340,wRLMyxE7ZEr5CKr,"#Россия Солдаты, трусы #Путин Не слушаться!
Бросайте оружие и идите домой!
И съесть горячий ужин всей семьей.
Держитесь рядом со своей семьей и любовником, которые беспокоятся о вас.
Главные герои России — это вы и ваша семья. не путин #Ukraine #Russia #Беларусь #Belarus https://t.co/Uhrneq4UfY"
4341,24rucom,"Требуются рабочие в Чехию

На логистические склады LOXXESS требуются рабочие. 
Город Тахов (20 км. до Германии). 
Оплата 110 ...
https://t.co/Va5bz1nFC9"
4342,habridaria,"RT @War2022ua: Уроды, за это вас ждет Гаага и казнь.
Последствия ракетного обстрела в Днепре.
#ukrainecounteroffensive #Ukraine #Kherson #S…"
4343,DamianSaturnov,@ok_ukraine Один еврей другая хуй знает кто. Повесить их надо однозначно без всяких Гааг. Но тут дело не в русне. Знаю многих кто скоро будет воевать в эрефии как только это станет возможным
4344,ldsk_ischa,"RT @War2022ua: По состоянию на данный момент в разрушенном подъезде 72 квартиры, по прописке известно около 100-200 человек из них приблизи…"
4345,finoboz,"Количество сбитых управляемых авиационных ракет РФ достигло 7-ми из 10-ти https://t.co/zdtRiHuYJl

Количество сбитых управляемых авиационных ракет РФ в субботу достигло 7-ми из 10-ти, сообщил главнокомандующий Вооруженными силами Украины Валерий Залужный. ""По обновленной инфор..."
4346,LGeizha,"RT @Dialog_UA: ""Не подведите"", - Корбану припомнили обещание устроить Путину Пульса де-Нура при ударе по Днепру   https://t.co/RYhHAwypDS h…"
4347,wRLMyxE7ZEr5CKr,"#Россия Солдаты, трусы #Путин Не слушаться!
Бросайте оружие и идите домой!
И съесть горячий ужин всей семьей.
Держитесь рядом со своей семьей и любовником, которые беспокоятся о вас.
Главные герои России — это вы и ваша семья. не путин #Ukraine #Russia #Беларусь #Belarus https://t.co/W4CPDeBqjO"
4348,wRLMyxE7ZEr5CKr,"#Россия Солдаты, трусы #Путин Не слушаться!
Бросайте оружие и идите домой!
И съесть горячий ужин всей семьей.
Держитесь рядом со своей семьей и любовником, которые беспокоятся о вас.
Главные герои России — это вы и ваша семья. не путин #Ukraine #Russia #Беларусь #Belarus https://t.co/cC8QWUf4VA"
4349,9XPPAW4iHqkDQ80,"RT @War2022ua: По состоянию на данный момент в разрушенном подъезде 72 квартиры, по прописке известно около 100-200 человек из них приблизи…"
4350,alien421602151,"RT @War2022ua: По состоянию на данный момент в разрушенном подъезде 72 квартиры, по прописке известно около 100-200 человек из них приблизи…"
4351,DamianSaturnov,@ok_ukraine Она вот паспорт Рф получила всего пару лет назад. Как и Вассерман. Всю жизнь у них был паспорт Украины и жили там они десятки лет. Они Русня или нет https://t.co/DGsMwvy0Fn
4352,wRLMyxE7ZEr5CKr,"#Россия Солдаты, трусы #Путин Не слушаться!
Бросайте оружие и идите домой!
И съесть горячий ужин всей семьей.
Держитесь рядом со своей семьей и любовником, которые беспокоятся о вас.
Главные герои России — это вы и ваша семья. не путин #Ukraine #Russia #Беларусь #Belarus https://t.co/4Zb4DX0taw"
4353,PGardev,"RT @SvobodaRadio: ""Чем больше мы узнаем о поведении русских войск в Украине, об ужасах, творимых ими, тем больше усиливается желание Запада…"
4354,Street_Kitten36,"RT @666_mancer: Руководитель банды убийц Бережных (Бородич) Андрей Александрович из Балаково Саратовской обл. в 2012 сел на 25 лет,в октябр…"
4355,Trueam3,"RT @Dialog_UA: ""Не подведите"", - Корбану припомнили обещание устроить Путину Пульса де-Нура при ударе по Днепру   https://t.co/RYhHAwypDS h…"
4356,38zkvPwT9cO9N07,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4357,bineoallgaeu,"RT @War2022ua: Луганская ОВА показала кадры уничтожения оккупантов в боях за Новоселовку
Часть 3
#ukrainecounteroffensive #Ukraine #Kherson…"
4358,tut_news_ru,"В Турции заявили, что мирный план по Украине провалится без учета интересов РФ
.
✅ Подробнее: https://t.co/PTfwsLvEC1 https://t.co/SVB2BjIKrK"
4359,Olexandr123,"RT @Dialog_UA: ""Не подведите"", - Корбану припомнили обещание устроить Путину Пульса де-Нура при ударе по Днепру   https://t.co/RYhHAwypDS h…"
4360,branderbum,"RT @War2022ua: По состоянию на данный момент в разрушенном подъезде 72 квартиры, по прописке известно около 100-200 человек из них приблизи…"
4361,Samsung00347795,"RT @ana_semenova: Не могу, сижу рыдаю. Господи, почему?! Почему этих тварей носит земля?! Всю трясёт от ненависти. 

Give Ukraine all weapo…"
4362,TheLyubimoff,"RT @War2022ua: По состоянию на данный момент в разрушенном подъезде 72 квартиры, по прописке известно около 100-200 человек из них приблизи…"
4363,ThomasBarnaby7,"@ok_ukraine Ответят , блди !"
4364,odesskiy_qit,"Мне кажется, не стоит говорить о том, на сколько это низкосортное дерьмо. 
Уже известно о том, с какого борта был сделан пуск, осталось дело за малым - найти данные пилотов управлявших этим бортом. 
Думаю это всего лишь дело времени 
#StandWithUkraine #Ukraine"
4365,_taxioh_,"RT @War2022ua: По состоянию на данный момент в разрушенном подъезде 72 квартиры, по прописке известно около 100-200 человек из них приблизи…"
4366,xoBAlIIiumqPvGS,"RT @War2022ua: Уроды, за это вас ждет Гаага и казнь.
Последствия ракетного обстрела в Днепре.
#ukrainecounteroffensive #Ukraine #Kherson #S…"
4367,2YuyAOGwcJvbqGZ,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4368,AvtandiL_Sigizm,"RT @Dialog_UA: ""Я вас проклинаю"", - мать погибшего в результате удара по многоэтажке в Днепре обратилась к РФ    https://t.co/yiqhdNV0Ms ht…"
4369,ElenaManahina,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4370,Dmkov70Kodima,"RT @krymrealii: «Юрта несокрушимости». Как казахи помогают украинцам во время войны

https://t.co/qOpugf5PuA"
4371,Yewheniya,"RT @War2022ua: Наглядный пример пропаганды России.

Насколько нужно быть гнилыми уродами, чтобы так нагло промывать мозги?
#ukrainecountero…"
4372,Tony__Reaper,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4373,Tony__Reaper,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4374,Tony__Reaper,"RT @War2022ua: По состоянию на данный момент в разрушенном подъезде 72 квартиры, по прописке известно около 100-200 человек из них приблизи…"
4375,bineoallgaeu,"RT @War2022ua: По состоянию на данный момент в разрушенном подъезде 72 квартиры, по прописке известно около 100-200 человек из них приблизи…"
4376,2YuyAOGwcJvbqGZ,"RT @CurrentTimeTv: Власти Великобритании официально подтвердили передачу Украине танков Challenger 2

Об этом сообщил британский премьер-ми…"
4377,Ewwe777,RT @War2022ua: Сегодня во время массированного ракетного удара #ВС_РФ средствами противовоздушной обороны ВСУ над Одесской областью были сб…
4378,War2022ua,"По состоянию на данный момент в разрушенном подъезде 72 квартиры, по прописке известно около 100-200 человек из них приблизительно 50 детей.
#Днепр #ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #ATACMS #Bakhmut #HIMARS #Kramatorsk #Luhansk #Ukraina #Zaporizhzhia https://t.co/IcIBqLpem5"
4379,Vivat_Ukraine,"RT @Shulz: Нет смысла призывать показывать россиянам ужасы, которые творит в Украине их страна, «чтобы они уже наконец одумались» — те, кто…"
4380,Andryuha7190768,"@ukraine_map Рота танков живёт на поле боя около 15 минут, без артподдержки и пехоты. 1 коробка имеет существование до 6 минут. Так что вундервафли мичего, кроме потери авторитета, изменить не смогут.
Спасибо Макарону за ""Цезарь"". Уже разобрали и потыкали отвёрткой.."
4381,Saida16173351,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4382,Jwjfoab8186jsvf,"RT @Dialog_UA: ""Я вас проклинаю"", - мать погибшего в результате удара по многоэтажке в Днепре обратилась к РФ    https://t.co/yiqhdNV0Ms ht…"
4383,sakurakay1,"RT @krymrealii: Великобритания официально подтвердила передачу Украине танков Challenger 2

https://t.co/5CSd86mVY0"
4384,Lisa227795877,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4385,Vivat_Ukraine,"RT @WarSvitla: россия должна сгореть, потом её пепел должен сгнить, а после всё это нужно залить бетоном, чтобы эта мразь больше некогда не…"
4386,VitalyCzech,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4387,FabioOro777,"RT @War2022ua: 18+ Люди кричат ​​из-под завалов многоэтажки.

Спасатели продолжают доставать людей из руин
#ukrainecounteroffensive #Ukrain…"
4388,vyaso4ka,"RT @Dialog_UA: ""Я вас проклинаю"", - мать погибшего в результате удара по многоэтажке в Днепре обратилась к РФ    https://t.co/yiqhdNV0Ms ht…"
4389,YesipovNikolay,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4390,tell_fella,"RT @baeraktar: @kpru https://t.co/sidyPBuWMo

насиловал детей?"
4391,Vivat_Ukraine,"RT @Hellinka: Корбан обещает награду.
25 тыс.$ за ФИО, место жительства негодяя, запустившего ракету по Днепру. 
Атаку проводил 52-й гварде…"
4392,dylan_bobr,"RT @Dialog_UA: ""Я вас проклинаю"", - мать погибшего в результате удара по многоэтажке в Днепре обратилась к РФ    https://t.co/yiqhdNV0Ms ht…"
4393,EvgenShlyapin,@Vitya_Ukraine @Shtirlitz53 Точно нет.
4394,bineoallgaeu,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4395,Vivat_Ukraine,RT @vitalij_kim: Твари. https://t.co/OQAjVCOwY6
4396,Vivat_Ukraine,"RT @StarshinaZapasa: Твари ёбаные, блядь. https://t.co/HdFgapJa6g"
4397,EBistrikov,@ok_ukraine Амен 🙏🏻
4398,bineoallgaeu,"RT @War2022ua: Луганская ОВА показала кадры уничтожения оккупантов в боях за Новоселовку
Часть 1
#ukrainecounteroffensive #Ukraine #Kherson…"
4399,AlternatioOrg,"Представитель Эрдогана: Конфликт на Украине завершится, когда Запад и РФ заключат сделку

Украинский конфликт закончится, когда Россия и западный блок заключат «большую сделку», заявил официальный представитель президента Турции Ибрагим Калын в субботу ...
https://t.co/wxCBgNGN59"
4400,ruslana_ukraine,@OKadnikovkin Оооооо моя повага 🫡
4401,yI9bz0KnKYJye9W,RT @War2022ua: Сегодня во время массированного ракетного удара #ВС_РФ средствами противовоздушной обороны ВСУ над Одесской областью были сб…
4402,jerzylesny,"Немцы старого поколения мыслят понятиями прошлого столетия. Им кажется, что если они дадут танки Украине, то это как бы «немецкие танки с крестами снова идут на москву, преодолевая просторы Reichskommissariat Ukraine». Просто не в состоянии осмыслить новую реальность!"
4403,marikhuanovich,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4404,NOImd,В Турции опровергли  поставки кассетных боеприпасов Украине https://t.co/LlBE0DjLbK
4405,svyatoy_korova,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4406,OzymandiusUK,"По мере того, как репутационная и экономическая цена путинской войны растет, магнаты прячут свои деньги, а налоги будут расти для всех

Один из 114 000 погибших. 285 000 раненых.

#Россия #Москва #Омск #Дагестан #Чечня #Алматы #Казахстан

https://t.co/4T94ACX0jU"
4407,MuratOspan,"RT @Dialog_UA: ""Я вас проклинаю"", - мать погибшего в результате удара по многоэтажке в Днепре обратилась к РФ    https://t.co/yiqhdNV0Ms ht…"
4408,SergiyLisenko71,"RT @War2022ua: Эмоции женщины, чей сын пострадал из-за ракетного удара россиян!
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner…"
4409,mazila1955,RT @War2022ua: Сегодня во время массированного ракетного удара #ВС_РФ средствами противовоздушной обороны ВСУ над Одесской областью были сб…
4410,antip_2,"RT @War2022ua: Захвачена российская 152-мм гаубица ""Мста-Б"" вместе с боеприпасами и документами командира.
#ukrainecounteroffensive #Ukrain…"
4411,ConfidentialUn,"#Украина
ЮНИСЕФ известно о сообщениях о том, что в результате ракетного удара по жилому дому в городе Днепр 14 января пострадало множество детей. 
Дети и гражданская инфраструктура — #НеМишень. Дети всегда должны быть защищены.

#WarInUkraine #Ukraine https://t.co/PCgB3Bvimg"
4412,ElenaProz,"RT @Dialog_UA: ""Я вас проклинаю"", - мать погибшего в результате удара по многоэтажке в Днепре обратилась к РФ    https://t.co/yiqhdNV0Ms ht…"
4413,Dushes87065368,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4414,CdmaPelecom,"RT @ian_matveev: Риши Сунак одобрил отправку танков Challenger 2 в Украину. В ближайшее время будут отправлен 4 танка, затем еще 8. https:/…"
4415,Vitya_Ukraine,@Shtirlitz53 Бук?
4416,kokoika44,@Biz_Ukraine_Mag Убийте його
4417,BolsheNeVovan,RT @sibrealii: Владимир Путин признал гибель российских рабочих на оккупированной территории Украины. В результате украинского удара по сел…
4418,stranaua,"Подводим итоги 325-го дня войны в Украине. 

https://t.co/gK2sirNjnb"
4419,sergik961,"RT @War2022ua: ⚡️Общие потери армии РФ по состоянию на 14.01.2023
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #ATACMS #Bakh…"
4420,rogue_corq,Мы должны убить ракетно-беспилотную промышленность РФ: Кулеба призвал G7 и ЕС ужесточить санкции https://t.co/fr3BEUp0IY #Ukraine #Russia
4421,259qt6pdxfIrene,"RT @baeraktar: @kpru https://t.co/sidyPBuWMo

насиловал детей?"
4422,gvardukraine,"Всем привет!😉
14-я серия прохождения Dying Light 2: Stay Human, уже на канале!😌
https://t.co/DXDnWZGLPE
#youtube #youtuber #game #games #gamer #gaming #DyingLight2 #support #ukraine #SupportSmallStreams #supportsmallstreamer #streamer #video #gamingcommunity #fun #like #videos"
4423,kit74702,"RT @Dialog_UA: ""Я вас проклинаю"", - мать погибшего в результате удара по многоэтажке в Днепре обратилась к РФ    https://t.co/yiqhdNV0Ms ht…"
4424,rogue_corq,"Видео: Зеленский жестко обратился к партнерам, которые раздумывают давать ли оружие Украине https://t.co/C2YgYW9xr3"
4425,xoBAlIIiumqPvGS,"RT @War2022ua: Масштабы потерь ВС РФ на Востоке Украины
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #ATACMS #Bakhmut #HIMAR…"
4426,motovilovka85,"RT @zloy_odessit: Прокомментировал CBSNews эффективность применения в боях под Соледаром ЧВК ""Вагнер"", а точнее их тотальную и позорную неэ…"
4427,millerinanne,"RT @baeraktar: @kpru https://t.co/sidyPBuWMo

насиловал детей?"
4428,nexussturn,"RT @zloy_odessit: Прокомментировал CBSNews эффективность применения в боях под Соледаром ЧВК ""Вагнер"", а точнее их тотальную и позорную неэ…"
4429,Ukraine_OP,@lisacolpo1 @IsraelThreads Причем все и сразу!
4430,HumanitarianBox,RT @CurrentTimeTv: Пятеро человек погибли в результате ракетного удара по многоэтажке в Днепре https://t.co/FJWBvcdVXB
4431,BelnovostiBy,"Последние новости о военной операции в Украине за 14 января
.
✅ Подробнее: https://t.co/RPSJVURyhA https://t.co/JlYfWZWN0h"
4432,rogue_corq,Мир должен остановить это зло: Зеленский отреагировал на ракетный удар по жилому дому в Днепре https://t.co/pJVTbKzcej #ukraine
4433,TakipteyizC,"Российские миллионеры получают  
 $RAD @radicle 

🇷🇺🚨🇷🇺🚨🇷🇺 🚨 

#NFT #Russia #Ukraine #Binance   #NFT #DeFi #Bitcoin       #DAO  #RAD  #WEB3 #DeFi #FTT #FTX  #APT"
4434,Panemoul,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4435,ukraine_don,"RT @HIMARS_OTAN: Русские террористы разбомбили многоэтажку в Днепре ракетой X-22, которая имеет круговое отклонение 5 км.

Этой же ракетой…"
4436,sergey_slv,"RT @War2022ua: ЧВК ""Вагнер"" своих убитых называет ""Пыль"", а раненных - ""Песок"" - InformNapalm
#ukrainecounteroffensive #Ukraine #Kherson #S…"
4437,SvoyViktor,"RT @War2022ua: Украинская артиллерия прошлась по расположению российского мотострелкового подразделения в Луганской области
#ukrainecounter…"
4438,Shekorn1,@ok_ukraine Скоро: пу на крещатике!
4439,Stand_4_Ukraine,@NashaCanada @N8tvRyiVF2eKrb1 Какая она мерзкая
4440,OlomskyV,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4441,Orest240222,"RT @Dialog_UA: ""Не подведите"", - Корбану припомнили обещание устроить Путину Пульса де-Нура при ударе по Днепру   https://t.co/RYhHAwypDS h…"
4442,ElenaManahina,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4443,ElenaNech_777,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4444,pozarny_kran,RT @CurrentTimeTv: Пятеро человек погибли в результате ракетного удара по многоэтажке в Днепре https://t.co/FJWBvcdVXB
4445,Barskaya_EI,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4446,newsua,"Россия выпустила по Украине 33 ракеты, ПВО сбила 21 из них – Залужный https://t.co/rLKp18aqr5"
4447,Vyaches13855081,"RT @War2022ua: И это только начало
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #ATACMS #Bakhmut #HIMARS #Kramatorsk #Luhans…"
4448,9XPPAW4iHqkDQ80,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4449,OzAdios,"RT @Dialog_UA: ""Не подведите"", - Корбану припомнили обещание устроить Путину Пульса де-Нура при ударе по Днепру   https://t.co/RYhHAwypDS h…"
4450,objectiv,Дневной ракетный удар по Украине: ПВО сбила 21 из 33 ракет https://t.co/k1WXO1XXP5
4451,IamCaterpillar,"RT @dmitry_gordon: Экстренный стрим Гордона по ситуации в Украине. Трансляция
https://t.co/cgg4D4MF3q"
4452,finoboz,"Беларусь продолжает помогать РФ в виде предоставления своей территории для ракетных ударов по Украине https://t.co/5wDHhgxpb6

Беларусь продолжает помогать РФ в виде предоставления своей территории для ракетных ударов по Украине, сообщает Генеральный штаб. ""Республика Беларусь..."
4453,rogue_corq,"Российский террор можно остановить только на поле боя, для этого нужно оружие — Зеленский https://t.co/DueWPC1O5M #Russia #Ukraine"
4454,xoBAlIIiumqPvGS,"RT @War2022ua: #Укроборонпром заканчивает испытания беспилотника дальнего радиуса действия (на 1000 км) -  спикер концерна
В концерне сообщ…"
4455,yanvonzeebroeck,5)) и Новой Одессе (https://t.co/sjQbWCOJqI).
4456,_Ilya_Prorok_,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4457,sanek_tank,"RT @War2022ua: Реакция русских пропагандистских ублюдков на попадание в жилой дом в Днепре

Твари откровенно потешаются над человеческим го…"
4458,sunk_ship,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4459,Euro_Ukraine,"RT @CurrentTimeTv: Российская ракета разрушила подъезд жилого дома в Днепре. Не менее пяти человек погибли, 39 ранены, среди них семеро дет…"
4460,Kiev_ukraine_,Из Киева впервые в истории запустили скоростной поезд в Черкассы - VGORODE Киев https://t.co/S6RXGe7iN2
4461,Kiev_ukraine_,Залужный: Киев атаковали новым методом - Корреспондент https://t.co/vfhADxojaX
4462,Kiev_ukraine_,Киев утром атаковали ракетами ЗРК С-400 – Залужный - https://t.co/YzHGospqed https://t.co/lE9cwar0DM
4463,Kiev_ukraine_,"В ВСУ рассказали, откуда россияне запускали ракеты по Киеву и почему ""тревога"" прозвучала с опозданием - ТСН - Новости Киева https://t.co/ZfGYebFjLI"
4464,Kiev_ukraine_,"Между Киевом и Черкассами впервые запустили поезд Интерсити - https://t.co/K45ZhHPGAF (""Зеркало недели. Украина"") https://t.co/0S56DuA1eT"
4465,2RvV9gfPChJJDlQ,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4466,AndrewPetrovic8,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4467,kox039,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4468,Stand_4_Ukraine,RT @Nevzlin: Россиянам смотреть обязательно. Это вы и ваша армия убиваете людей и несёте горе. Сын этой женщины сегодня погиб при обстреле…
4469,Simon20180912,RT @GolosAmeriki: США и Япония осудили агрессивную войну России в Украине https://t.co/nZW3aVK9gA
4470,KM777888,"RT @Dialog_UA: ""Я вас проклинаю"", - мать погибшего в результате удара по многоэтажке в Днепре обратилась к РФ    https://t.co/yiqhdNV0Ms ht…"
4471,AlMehen,"@ok_ukraine Они могут даже на военные провода перейти,это не изменит ровным счетом ни шиша."
4472,AvtandiL_Sigizm,"RT @ian_matveev: Риши Сунак одобрил отправку танков Challenger 2 в Украину. В ближайшее время будут отправлен 4 танка, затем еще 8. https:/…"
4473,Raivo1970,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4474,SvoyViktor,"RT @War2022ua: Кадры боевой работы за последние недели от Группы Адам в районе Бахмута
#ukrainecounteroffensive #Ukraine #Kherson #Soledar…"
4475,nickotin,"Российские войска второй раз за день обстреливают Украину. В Днепре ракета попала в многоэтажку, погибли пять человек https://t.co/62aVXm789S"
4476,KrugliakGena,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4477,Newssky2,"РФ сообщает, что танки США уничтожены, но их еще даже нет в Украине https://t.co/xxLSYXXSPB"
4478,velenec_vit,"RT @viarravu: Дочерняя компания Государственной нефтяной компании Азербайджана SOCAR Energy Ukraine продолжает оказывать помощь Украине, в…"
4479,67viktor,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4480,ernekas,"RT @ian_matveev: Риши Сунак одобрил отправку танков Challenger 2 в Украину. В ближайшее время будут отправлен 4 танка, затем еще 8. https:/…"
4481,AlenaPosh1,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4482,stu00003,RT @CurrentTimeTv: Пятеро человек погибли в результате ракетного удара по многоэтажке в Днепре https://t.co/FJWBvcdVXB
4483,MarinaBukhanova,Люди кричат под завалами 💔😭😭 #Dnepr #Ukraine #RussianUkrainianWar #russiaisateroriststate https://t.co/vRBbojH4R3
4484,MargoC02133249,"@ng_ukraine Причастные в обстреле   под носом Зеленского!

Флот РФ и Крымский мост должны были быть давно  стёрты с лица!

Наше майбутнє на каналі коломойського з ОПЗЖ?
Зрада!
https://t.co/RBn7JncKnP"
4485,InnaGKherson,RT @GolosAmeriki: США и Япония осудили агрессивную войну России в Украине https://t.co/nZW3aVK9gA
4486,ViktUnknown,"@ok_ukraine Слезами-мало.
А вот,кровавым поносом-устраивает.
Ненависть и лютая месть!"
4487,DzigurdaNikita,"RT @politobozrenie: Политика США меняется: ситуация на Украине идет к «венесуэльскому сценарию»
https://t.co/E6RUaHc9z5 https://t.co/I3pJ9d…"
4488,SvoyViktor,"RT @War2022ua: 18+ Люди кричат ​​из-под завалов многоэтажки.

Спасатели продолжают доставать людей из руин
#ukrainecounteroffensive #Ukrain…"
4489,Serhiy50833291,RT @CurrentTimeTv: Пятеро человек погибли в результате ракетного удара по многоэтажке в Днепре https://t.co/FJWBvcdVXB
4490,ukraine_gothic,@SHarlottaKH Ніт
4491,sergik961,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4492,SvoyViktor,"RT @War2022ua: СБУ показали, как спецназовцы ЦСО ""А"" ударом дрона-камикадзе уничтожили российскую БМП и ее экипаж
#ukrainecounteroffensive…"
4493,vestnikstabilno,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
4494,BellaRozenblat,"RT @Dialog_UA: ""Не подведите"", - Корбану припомнили обещание устроить Путину Пульса де-Нура при ударе по Днепру   https://t.co/RYhHAwypDS h…"
4495,a_z_a_z_e_l_l_o,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4496,Net2Ayurveda,RT @tanjamaier17: Спасибо Вам огромное от всей нашей семьи!!!Вам и людям которые помогают в это непростое время!!!Здоровья и счастья Вам и…
4497,sergik961,"RT @War2022ua: российская ракета, которая сегодня попала по Днепру, ранила семерых детей. Младшему – три года. Все дети в больнице. 9-летня…"
4498,MargoC02133249,"@ng_ukraine Причастные в обстреле   под носом Зеленского!

Флот РФ и Крымский мост должны были быть давно  стёрты с лица!

Наше майбутнє на каналі коломойського з ОПЗЖ?
Зрада!
https://t.co/RBn7JncKnP"
4499,katariinakog,"RT @SerDer_Daniels: #Джерельное, Луганская область. Сватовское направление
Орков туда-сюда гоняет 92-я ОМБр и артиллерия 40-ой ОАБр #ВСУ
ht…"
4500,SvoyViktor,"RT @War2022ua: Луганская ОВА показала кадры уничтожения оккупантов в боях за Новоселовку
Часть 1
#ukrainecounteroffensive #Ukraine #Kherson…"
4501,svet_luch,"RT @viarravu: Дочерняя компания Государственной нефтяной компании Азербайджана SOCAR Energy Ukraine продолжает оказывать помощь Украине, в…"
4502,Incogni507,RT @CurrentTimeTv: Пятеро человек погибли в результате ракетного удара по многоэтажке в Днепре https://t.co/FJWBvcdVXB
4503,ukll001,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4504,MaYa_Ukraine,RT @GirkinGirkin: Соледар https://t.co/wlUAVBRxtJ
4505,ProhorSverko,RT @GolosAmeriki: США и Япония осудили агрессивную войну России в Украине https://t.co/nZW3aVK9gA
4506,259qt6pdxfIrene,"RT @War2022ua: Последствия сегодняшней атаки на одну из ТЭС показали в ДТЭК
#ukrainecounteroffensive #Ukraine #Kherson #Soledar #Wagner #AT…"
4507,sunittsky,"RT @sibrealii: Выплаты семьям погибших и раненых на войне в Украине россиян увеличило доходы 10% из беднейших слоев населения.

За счет ком…"
4508,Evil_Pechenka,"@inellis09 На — посмотри, США делает больше всех вообще.

Писать такое — это просто верх чёрной неблагодарности. Надеюсь написано по незнанию.

https://t.co/PEqd27ZpgS https://t.co/YEkyNl4PDp"
4509,SvoyViktor,RT @War2022ua: Сегодня во время массированного ракетного удара #ВС_РФ средствами противовоздушной обороны ВСУ над Одесской областью были сб…
4510,Bersan_Nashho,RT @GolosAmeriki: Кондолиза Райс: победа Украины изменит Европу к лучшему https://t.co/tIcP5ihobZ
